formula_pretty,nelements,structure_count,nsites_min,nsites_median,nsites_max,elements
Ti2ZnO4,3,13,14,28.0,56,O Ti Zn
Ca(SnO2)2,3,13,14,28.0,56,Ca O Sn
Sb(PO3)4,3,13,34,34.0,68,O P Sb
Al2NiO4,3,13,14,42.0,98,Al Ni O
TiO,2,13,2,12.0,100,O Ti
MgTi2,2,13,6,6.0,24,Mg Ti
LiV(CO3)2,4,13,10,40.0,40,C Li O V
LiAgF2,3,13,4,8.0,16,Ag F Li
MgAg14(PbO3)6,4,13,39,39.0,39,Ag Mg O Pb
HC2N3,3,12,12,72.0,72,C H N
LiVP2HO8,5,12,26,52.0,52,H Li O P V
Li4TiCo5O12,4,12,22,44.0,44,Co Li O Ti
Li3CoPCO7,5,12,52,52.0,52,C Co Li O P
Li3Cr(PO4)2,4,12,28,49.0,112,Cr Li O P
BaO,2,12,2,48.0,100,Ba O
K2O,2,12,3,6.0,24,K O
Sc,1,12,1,3.5,6,Sc
Ca(MoO2)2,3,12,14,21.0,56,Ca Mo O
WOF4,3,12,6,24.0,48,F O W
MgV2(OF3)2,4,12,11,11.0,11,F Mg O V
MgTe4MoW3(SeS)2,6,12,13,13.0,13,Mg Mo S Se Te W
MgTe4Mo4(SeS)2,5,12,13,13.0,13,Mg Mo S Se Te
MgTe4Mo2(WS2)2,5,12,13,13.0,13,Mg Mo S Te W
Sr2CoO4,3,12,7,28.0,28,Co O Sr
ZnO,2,12,2,6.0,80,O Zn
B2(CN2)3,3,12,11,22.0,44,B C N
SrTaNO2,4,12,5,20.0,20,N O Sr Ta
H9BrO4,3,12,56,56.0,56,Br H O
Li2MnF6,3,12,9,18.0,54,F Li Mn
LiMnF5,3,12,14,28.0,56,F Li Mn
KNO3,3,12,5,15.0,20,K N O
LiV3O4,3,12,16,16.0,16,Li O V
BaYF5,3,12,7,28.0,56,Ba F Y
Li4CrFe3O8,4,12,16,32.0,32,Cr Fe Li O
Li2CrFeO4,4,12,8,16.0,24,Cr Fe Li O
Li4VCr3O8,4,12,16,32.0,32,Cr Li O V
Li4V3CrO8,4,12,16,32.0,32,Cr Li O V
Li2AlCoO4,4,12,8,32.0,32,Al Co Li O
Li4Mn3NbO8,4,12,16,32.0,32,Li Mn Nb O
Na5LiMn2P2(CO7)2,6,12,26,52.0,52,C Li Mn Na O P
Li2TiCr3O8,4,12,14,28.0,56,Cr Li O Ti
BaSr2I6,3,12,9,18.0,36,Ba I Sr
LiSn2(PO4)3,4,12,36,72.0,72,Li O P Sn
Na3CoO3,3,12,14,28.0,84,Co Na O
Li4MnV3(P2O7)4,5,12,44,44.0,88,Li Mn O P V
LiMn2F5,3,12,16,32.0,64,F Li Mn
LiFe2OF3,4,12,14,28.0,28,F Fe Li O
Li2FeCo3O8,4,12,14,28.0,56,Co Fe Li O
LiV4O5F7,4,12,17,17.0,34,F Li O V
LiNbO3,3,12,10,40.0,130,Li Nb O
LiV6O7F5,4,12,19,19.0,38,F Li O V
Li2VF5,3,12,16,32.0,96,F Li V
LiMn4(PO4)3,4,12,40,40.0,80,Li Mn O P
Li2VOF4,4,12,16,32.0,32,F Li O V
Li2CrP2O7,4,12,24,36.0,96,Cr Li O P
LiVFe(P2O7)2,5,12,21,52.5,84,Fe Li O P V
LiMnVP2(HO5)2,6,12,17,34.0,51,H Li Mn O P V
Li3Mn3(PO4)4,4,12,26,52.0,78,Li Mn O P
SrCaI4,3,12,6,24.0,24,Ca I Sr
Li2Mg,2,12,6,6.0,6,Li Mg
P2O5,2,12,7,28.0,105,O P
MoS2,2,12,3,6.0,54,Mo S
CO2,2,12,6,12.0,24,C O
Ca,1,12,1,2.0,8,Ca
Mo3W(SeS)4,4,12,12,12.0,12,Mo S Se W
MoWSe3S,4,12,12,12.0,12,Mo S Se W
MoWSeS3,4,12,12,12.0,12,Mo S Se W
Te4MoW3S4,4,12,12,12.0,12,Mo S Te W
TeMoWS3,4,12,12,12.0,12,Mo S Te W
MoW3(SeS)4,4,12,12,12.0,12,Mo S Se W
Te4Mo3WS4,4,12,12,12.0,12,Mo S Te W
Te4Mo3WSe4,4,12,12,12.0,12,Mo Se Te W
TeMoWSe3,4,12,12,12.0,12,Mo Se Te W
Te3MoWSe,4,12,12,12.0,12,Mo Se Te W
Te4MoW3Se4,4,12,12,12.0,12,Mo Se Te W
ZnCr2O4,3,12,14,28.0,56,Cr O Zn
Zn(SbO2)2,3,12,14,28.0,56,O Sb Zn
CaTi2O4,3,12,14,21.0,56,Ca O Ti
Li(CrS2)2,3,12,7,21.0,28,Cr Li S
CrP2O7,3,12,10,40.0,40,Cr O P
NbSe2,2,12,3,12.0,12,Nb Se
Zn(GaS2)2,3,12,7,14.0,56,Ga S Zn
Al2ZnS4,3,12,7,10.5,56,Al S Zn
Mg2Ti,2,12,6,6.0,24,Mg Ti
Mg(BH4)2,3,12,11,22.0,132,B H Mg
KP(HO2)2,4,12,16,32.0,64,H K O P
Li10Zn(PS4)4,4,12,31,46.5,62,Li P S Zn
LiCo2(PO4)2,4,12,13,26.0,78,Co Li O P
LaCoO3,3,12,5,10.0,20,Co La O
K4CO4,3,12,9,9.0,18,C K O
MgV8(OF)8,4,12,25,25.0,25,F Mg O V
MgAl4(HO)12,4,12,29,29.0,29,Al H Mg O
MgV12Zn6O24,4,12,43,43.0,43,Mg O V Zn
Rb4CO4,3,12,9,9.0,18,C O Rb
Li2Co(CO3)2,4,11,22,44.0,44,C Co Li O
Li2VP2O7,4,11,24,48.0,96,Li O P V
LiMnBO3,4,11,24,24.0,96,B Li Mn O
NaLi2MnPCO7,6,11,26,52.0,52,C Li Mn Na O P
Ba,1,11,1,2.0,4,Ba
Cu2S,2,11,3,6.0,144,Cu S
Ag2Se,2,11,3,12.0,12,Ag Se
CrO,2,11,2,8.0,16,Cr O
MgV4O10,3,11,15,15.0,15,Mg O V
Sr8MgMn6O20,4,11,35,35.0,35,Mg Mn O Sr
MgMn12O17F7,4,11,37,37.0,37,F Mg Mn O
TiVO4,3,11,6,24.0,24,O Ti V
Mn2CuO4,3,11,14,14.0,84,Cu Mn O
BaCO3,3,11,5,10.0,20,Ba C O
CoF3,2,11,8,12.0,16,Co F
NaN3,2,11,4,4.0,4,N Na
Li2Fe3NiO8,4,11,14,14.0,56,Fe Li Ni O
Li4Cr3FeO8,4,11,16,32.0,32,Cr Fe Li O
Li4AlCr3O8,4,11,16,32.0,32,Al Cr Li O
BaLaCl5,3,11,14,28.0,56,Ba Cl La
Li3Mn2(SiO4)2,4,11,15,30.0,30,Li Mn O Si
Li3VPCO7,5,11,26,52.0,52,C Li O P V
Li(FeO2)2,3,11,7,28.0,56,Fe Li O
Li3NiPCO7,5,11,52,52.0,52,C Li Ni O P
Li3CrPCO7,5,11,26,52.0,52,C Cr Li O P
CrO3,2,11,4,16.0,24,Cr O
Li3Cu3(PO4)2,4,11,16,16.0,32,Cu Li O P
NaV2O4,3,11,14,14.0,28,Na O V
LiCrPO5,4,11,32,32.0,64,Cr Li O P
Li5Mn8(BO3)8,4,11,45,45.0,45,B Li Mn O
Li2Fe3F8,3,11,13,26.0,52,F Fe Li
Nb2O5,2,11,7,56.0,98,Nb O
NbO2,2,11,6,24.0,102,Nb O
LiCo2OF3,4,11,14,28.0,28,Co F Li O
LiSbP2O7,4,11,22,44.0,88,Li O P Sb
LiFeSi3O8,4,11,26,26.0,52,Fe Li O Si
LiCuCO3,4,11,12,18.0,54,C Cu Li O
Li7Mn4(P2O7)4,4,11,94,94.0,94,Li Mn O P
Ba2CaI6,3,11,9,36.0,36,Ba Ca I
LiVCrP2(O4F)2,6,11,15,30.0,75,Cr F Li O P V
Sr,1,11,1,2.0,6,Sr
Li2Fe3CoO8,4,11,14,56.0,56,Co Fe Li O
Ca(BH4)2,3,11,22,22.0,88,B Ca H
NaMnO2,3,11,4,8.0,16,Mn Na O
BaTiO3,3,11,5,5.0,30,Ba O Ti
InSb,2,11,2,2.0,12,In Sb
Cs2Se,2,11,3,6.0,12,Cs Se
Na2CoP2O7,4,11,24,48.0,96,Co Na O P
Te3MoWS,4,11,12,12.0,12,Mo S Te W
Ca(WO2)2,3,11,14,28.0,56,Ca O W
SN,2,11,4,32.0,36,N S
LiFe2(PO4)3,4,11,36,36.0,72,Fe Li O P
LiTiP2O7,4,11,11,44.0,44,Li O P Ti
LiFe4(PO4)3,4,11,40,40.0,80,Fe Li O P
Li2TiCrO4,4,11,8,32.0,32,Cr Li O Ti
SrLaCoO4,4,11,7,28.0,28,Co La O Sr
MgAu4Se4(ClO3)4,5,11,25,25.0,25,Au Cl Mg O Se
K2MgFe4P6(O4F3)4,6,11,41,41.0,41,F Fe K Mg O P
LiNb2Te4Cl10O,5,11,18,18.0,18,Cl Li Nb O Te
Li2MnCo3O8,4,11,14,28.0,56,Co Li Mn O
H7NO6,3,11,56,56.0,56,H N O
LiMn3Al2(HO2)6,5,11,24,48.0,48,Al H Li Mn O
KO2,2,10,3,12.0,12,K O
SrZrO3,3,10,5,10.0,40,O Sr Zr
CoSb(PO4)2,4,10,48,48.0,48,Co O P Sb
NaLi2FePCO7,6,10,26,52.0,52,C Fe Li Na O P
MgMnO2,3,10,4,16.0,16,Mg Mn O
TiCl3,2,10,8,16.0,24,Cl Ti
MgTi3V5O16,4,10,25,25.0,25,Mg O Ti V
Ba6MgNb2Ir(ClO6)2,6,10,24,24.0,24,Ba Cl Ir Mg Nb O
MgFe3Co5O16,4,10,25,25.0,25,Co Fe Mg O
Ba2MgNb6(NO7)2,5,10,25,25.0,25,Ba Mg N Nb O
MgMnCo3O8,4,10,13,13.0,13,Co Mg Mn O
MgMn12(O7F5)2,4,10,37,37.0,37,F Mg Mn O
Mg(CuO)2,3,10,5,5.0,5,Cu Mg O
Mg(TiS2)2,3,10,7,7.0,14,Mg S Ti
MgV5O12,3,10,18,18.0,18,Mg O V
MgCo6(OF)6,4,10,19,19.0,19,Co F Mg O
MgV2(PO5)2,4,10,15,15.0,30,Mg O P V
Na4FeO5,3,10,20,40.0,40,Fe Na O
NbVO4,3,10,6,18.0,24,Nb O V
AlO3,2,10,8,12.0,32,Al O
Al,1,10,1,52.0,100,Al
Ta,1,10,1,4.0,30,Ta
H4SO5,3,10,40,40.0,40,H O S
As2O3,2,10,20,20.0,120,As O
CdTe,2,10,2,4.0,6,Cd Te
Sr2FeSnO6,4,10,10,30.0,40,Fe O Sn Sr
Li24Ti5Cr7O36,4,10,72,72.0,72,Cr Li O Ti
Li3Fe2P2(CO7)2,5,10,23,46.0,46,C Fe Li O P
LiMnPCO7,5,10,22,44.0,44,C Li Mn O P
Li24Mn7Cr5O36,4,10,72,72.0,72,Cr Li Mn O
Li24Mn5Cr7O36,4,10,72,72.0,72,Cr Li Mn O
Li3Mn2P2(CO7)2,5,10,23,46.0,46,C Li Mn O P
Li5Mn2P2(CO7)2,5,10,25,50.0,50,C Li Mn O P
Li2V3CrO8,4,10,14,28.0,56,Cr Li O V
LiMn4O8,3,10,13,13.0,52,Li Mn O
Li2CrO3,3,10,6,18.0,24,Cr Li O
Mn2PO5,3,10,16,32.0,128,Mn O P
Na3Li3Mn2P2(CO7)2,6,10,26,52.0,52,C Li Mn Na O P
Na3Li3Fe2P2(CO7)2,6,10,26,52.0,52,C Fe Li Na O P
LiTiO2,3,10,4,8.0,64,Li O Ti
NaLi5Mn2P2(CO7)2,6,10,52,52.0,52,C Li Mn Na O P
Na2LiMnPCO7,6,10,26,52.0,52,C Li Mn Na O P
Ge2N2O,3,10,5,10.0,40,Ge N O
BaCa2I6,3,10,9,22.5,36,Ba Ca I
Li3MnFe2(BO3)3,5,10,36,36.0,36,B Fe Li Mn O
Li3Mn2Fe(BO3)3,5,10,36,36.0,36,B Fe Li Mn O
Li(NiO2)2,3,10,7,14.0,56,Li Ni O
Ni(PO3)3,3,10,13,52.0,104,Ni O P
Li2FeF5,3,10,16,32.0,64,F Fe Li
Li2FeO2F,4,10,12,24.0,24,F Fe Li O
LiFe2OF5,4,10,18,27.0,36,F Fe Li O
Li2MnF5,3,10,16,32.0,96,F Li Mn
AlCoO3,3,10,5,10.0,30,Al Co O
Li3VF6,3,10,10,20.0,60,F Li V
Li32Ti3Cr13O48,4,10,96,96.0,96,Cr Li O Ti
LiFeBO3,4,10,12,30.0,96,B Fe Li O
Li7Mn8(BO3)8,4,10,47,47.0,47,B Li Mn O
Li32Mn3Cr13O48,4,10,96,96.0,96,Cr Li Mn O
Li32Mn13Cr3O48,4,10,96,96.0,96,Cr Li Mn O
Ga3NO3,3,10,14,28.0,28,Ga N O
PbWO4,3,10,12,18.0,48,O Pb W
Li2V(PO4)2,4,10,26,52.0,52,Li O P V
LiAgF4,3,10,6,12.0,24,Ag F Li
LiMn2OF3,4,10,14,28.0,28,F Li Mn O
LiAg2F4,3,10,7,14.0,28,Ag F Li
Co3TeO8,3,10,12,24.0,24,Co O Te
LiSnP2O7,4,10,22,22.0,44,Li O P Sn
Mg2Bi,2,10,6,6.0,12,Bi Mg
Pr,1,10,1,2.5,6,Pr
SbOF,3,10,6,12.0,48,F O Sb
SnO,2,10,2,8.0,80,O Sn
MnHO2,3,10,8,16.0,64,H Mn O
CuI,2,10,2,4.0,12,Cu I
Se,1,10,1,3.5,64,Se
Cr3N2,2,10,5,10.0,40,Cr N
Cr3N4,2,10,7,21.0,42,Cr N
MoP2O7,3,10,10,40.0,40,Mo O P
TaS2,2,10,3,4.5,6,S Ta
Mg3Si2,2,10,5,10.0,20,Mg Si
TeO2,2,10,6,12.0,24,O Te
AlHO2,3,10,8,8.0,16,Al H O
LiH2N,3,10,8,16.0,16,H Li N
Fe,1,10,1,3.0,100,Fe
V2Bi4O11,3,10,17,34.0,51,Bi O V
Mg3Si2O9,3,10,14,28.0,126,Mg O Si
MnSiO3,3,10,20,50.0,80,Mn O Si
Fe(PO3)4,3,10,34,34.0,68,Fe O P
Na2Al2Si3(HO3)4,5,10,46,46.0,92,Al H Na O Si
LiNb(PO3)4,4,10,36,36.0,72,Li Nb O P
LiMnV(P2O7)2,5,10,42,63.0,84,Li Mn O P V
LiMn2F7,3,10,20,30.0,80,F Li Mn
Li2VFe(P2O7)2,5,10,44,44.0,66,Fe Li O P V
Ga2O3,2,10,10,60.0,80,Ga O
Na4CO4,3,10,9,9.0,9,C Na O
Sr2VMoO6,4,10,10,20.0,20,Mo O Sr V
K(CrS2)2,3,10,7,21.0,56,Cr K S
LiMn6(OF2)4,4,10,19,19.0,19,F Li Mn O
Sr6Mg(Te4O11)2,4,10,37,37.0,37,Mg O Sr Te
LiFe8(O7F)2,4,10,25,25.0,25,F Fe Li O
K2LiS2(O2F)2,5,10,11,11.0,11,F K Li O S
Ti,1,10,1,53.0,100,Ti
Li2V3O6,3,10,22,22.0,22,Li O V
Li2V(OF)2,4,10,14,28.0,28,F Li O V
NiP2O7,3,10,10,40.0,40,Ni O P
Li2Fe(PO4)2,4,10,13,26.0,104,Fe Li O P
Ba(HO)2,3,10,40,40.0,100,Ba H O
Li2VCr(P2O7)2,5,10,44,44.0,66,Cr Li O P V
Xe,1,9,1,2.0,4,Xe
SbN,2,9,2,100.0,100,N Sb
LiV(OF)2,4,9,12,24.0,24,F Li O V
LiFePH2O5,5,9,20,40.0,80,Fe H Li O P
Li5Fe3(SbO5)2,4,9,20,40.0,40,Fe Li O Sb
Li4Co5SnO12,4,9,22,44.0,44,Co Li O Sn
Li2Mn3FeO8,4,9,14,28.0,56,Fe Li Mn O
Na2O,2,9,3,9.0,102,Na O
FeSe,2,9,2,4.0,8,Fe Se
Mg,1,9,1,2.0,10,Mg
Na(CoO2)3,3,9,10,20.0,20,Co Na O
MgV3CoSn2(PO4)6,6,9,37,37.0,37,Co Mg O P Sn V
Ti3H2O7,3,9,24,24.0,24,H O Ti
Mg(CrS2)4,3,9,13,13.0,13,Cr Mg S
MgFe4O5F3,4,9,13,13.0,13,F Fe Mg O
Sr2MgTi6N2O11,5,9,22,22.0,22,Mg N O Sr Ti
MgMoW2(Se2S)2,5,9,10,10.0,10,Mg Mo S Se W
MgV4(O2F)4,4,9,17,17.0,17,F Mg O V
MgFe4(CoO4)2,4,9,15,15.0,15,Co Fe Mg O
MgFe4(PO4)4,4,9,25,25.0,25,Fe Mg O P
MgFe6(O2F)4,4,9,19,19.0,19,F Fe Mg O
KCoO2,3,9,8,16.0,16,Co K O
NaBH4,3,9,6,24.0,24,B H Na
LiBH4,3,9,6,12.0,24,B H Li
Co(HO)2,3,9,5,5.0,20,Co H O
Ba(H2O3)2,3,9,22,22.0,22,Ba H O
KMnF3,3,9,5,20.0,20,F K Mn
Li2CuF4,3,9,7,14.0,42,Cu F Li
LiCr(PO3)3,4,9,28,56.0,56,Cr Li O P
Li3MnF6,3,9,10,20.0,60,F Li Mn
Sn2P2O7,3,9,22,44.0,88,O P Sn
Li24Ti7Cr5O36,4,9,72,72.0,72,Cr Li O Ti
LiBiB2O5,4,9,9,36.0,72,B Bi Li O
Li4Cr3GaO8,4,9,32,32.0,32,Cr Ga Li O
Na5LiFe2P2(CO7)2,6,9,26,52.0,52,C Fe Li Na O P
La2Ti3O9,3,9,14,28.0,56,La O Ti
Li3V3(BO5)2,4,9,36,36.0,36,B Li O V
BaLaI5,3,9,14,28.0,56,Ba I La
Li3CrO4,3,9,16,16.0,48,Cr Li O
LiTiFeO4,4,9,7,28.0,28,Fe Li O Ti
SrCa2I6,3,9,9,18.0,36,Ca I Sr
Li3V(PO4)2,4,9,14,56.0,112,Li O P V
Li5Cu(PO4)2,4,9,16,32.0,32,Cu Li O P
LiCu5(PO4)2,4,9,16,32.0,32,Cu Li O P
Li2V3FeO8,4,9,14,28.0,56,Fe Li O V
Li2Fe3SnO8,4,9,14,28.0,56,Fe Li O Sn
Li6Mn5Fe(BO3)6,5,9,36,36.0,72,B Fe Li Mn O
Li6MnFe5(BO3)6,5,9,36,36.0,72,B Fe Li Mn O
Li3Sb2(PO4)3,4,9,40,40.0,80,Li O P Sb
Li5SbS,3,9,7,28.0,56,Li S Sb
La2Nb2N2O5,4,9,22,44.0,44,La N Nb O
LiMn2(PO4)3,4,9,36,36.0,72,Li Mn O P
LiV2F7,3,9,20,20.0,40,F Li V
Li5V6O5F19,4,9,35,35.0,70,F Li O V
Ta2CrNO5,4,9,18,36.0,36,Cr N O Ta
Li3Bi2(PO4)3,4,9,40,80.0,80,Bi Li O P
Li3Mn2(P2O7)2,4,9,23,92.0,92,Li Mn O P
LiVCrP2(HO5)2,6,9,17,34.0,68,Cr H Li O P V
LiVFeP2(HO5)2,6,9,17,34.0,51,Fe H Li O P V
LiCoO2,3,9,4,16.0,20,Co Li O
Li2V2F7,3,9,22,22.0,44,F Li V
Li5Mn4(P2O7)4,4,9,90,90.0,90,Li Mn O P
LiFeO2,3,9,4,8.0,64,Fe Li O
Li2Mn(PO4)2,4,9,13,26.0,104,Li Mn O P
LiNi4(PO4)3,4,9,40,40.0,80,Li Ni O P
TaFeO4,3,9,12,24.0,36,Fe O Ta
Li2SnP2O7,4,9,24,48.0,96,Li O P Sn
CaSn2S5,3,9,16,32.0,32,Ca S Sn
Pu,1,9,1,4.0,17,Pu
NaCoO2,3,9,4,16.0,16,Co Na O
LiCuF4,3,9,12,24.0,48,Cu F Li
Zn3(PO6)2,3,9,17,68.0,68,O P Zn
LiMn3O6,3,9,10,40.0,40,Li Mn O
Sn,1,9,1,1.0,46,Sn
NaNiO2,3,9,4,8.0,16,Na Ni O
PdN,2,9,2,4.0,4,N Pd
OsN2,2,9,3,6.0,12,N Os
BeF2,2,9,3,9.0,48,Be F
Li,1,9,1,3.0,12,Li
Al2S3,2,9,10,30.0,120,Al S
LaWN3,3,9,5,10.0,20,La N W
AgClO2,3,9,4,8.0,16,Ag Cl O
EuZnGe,3,9,3,6.0,12,Eu Ge Zn
TiCdO3,3,9,5,10.0,20,Cd O Ti
BaMnO3,3,9,5,20.0,40,Ba Mn O
GaSb,2,9,2,100.0,100,Ga Sb
Zn2SiO4,3,9,14,28.0,56,O Si Zn
Te2MoW2(SeS)2,5,9,9,9.0,9,Mo S Se Te W
Te2Mo2W(SeS)2,5,9,9,9.0,9,Mo S Se Te W
CaZn,2,9,2,2.0,4,Ca Zn
MgBi2,2,9,6,6.0,6,Bi Mg
SbP2O7,3,9,20,40.0,80,O P Sb
BiP2O7,3,9,20,40.0,40,Bi O P
Y(FeO2)2,3,9,14,14.0,21,Fe O Y
RbS,2,9,2,2.0,12,Rb S
Te,1,9,2,3.0,4,Te
CuO,2,9,2,6.0,32,Cu O
GeO2,2,9,6,9.0,24,Ge O
CrFeO3,3,9,10,80.0,80,Cr Fe O
SrRuO3,3,9,5,10.0,20,O Ru Sr
TeO3,2,9,8,16.0,32,O Te
LiMo(PO4)2,4,9,12,24.0,144,Li Mo O P
LiMoP2O7,4,9,11,44.0,44,Li Mo O P
AsS,2,9,12,32.0,64,As S
In2O3,2,9,10,40.0,100,In O
Ag3SI,3,9,5,5.0,10,Ag I S
Li3(FeO3)2,3,9,11,22.0,66,Fe Li O
Li2VFeP2(HO5)2,6,9,36,36.0,54,Fe H Li O P V
Li3Fe3(PO4)4,4,9,52,52.0,78,Fe Li O P
Li2CrCo3O8,4,9,14,28.0,56,Co Cr Li O
VHO3,3,9,20,30.0,30,H O V
MoH4O5,3,9,20,20.0,160,H Mo O
H6N4O9,3,9,38,38.0,38,H N O
H5IO6,3,9,48,48.0,48,H I O
Ba(H8O5)2,3,9,54,54.0,54,Ba H O
AgI,2,9,2,2.0,8,Ag I
NaAlSiO4,4,9,28,56.0,168,Al Na O Si
LiAlSiH2O5,5,9,40,40.0,40,Al H Li O Si
LiAlSiO4,4,9,21,28.0,84,Al Li O Si
LiTa2Te4Br10O,5,9,18,18.0,18,Br Li O Ta Te
CaMn6(OF2)4,4,9,19,19.0,19,Ca F Mn O
MgFe6Sb10(IO3)6,5,9,41,41.0,41,Fe I Mg O Sb
MgMn6(OF2)4,4,9,19,19.0,19,F Mg Mn O
MgMn8O13F3,4,9,25,25.0,25,F Mg Mn O
LiLa2Co2Sb2(PbO6)2,6,9,21,21.0,21,Co La Li O Pb Sb
Na(CrS2)2,3,9,7,28.0,56,Cr Na S
BeO,2,9,2,100.0,100,Be O
Ti3O5,2,9,16,104.0,104,O Ti
LiMn2O3F,4,9,14,28.0,28,F Li Mn O
Cr(PO3)3,3,9,26,52.0,78,Cr O P
LiCu(PO3)3,4,9,28,56.0,56,Cu Li O P
LiV(PO3)3,4,9,28,56.0,56,Li O P V
V(PO3)4,3,9,34,34.0,68,O P V
LiCo(PO3)4,4,9,18,36.0,72,Co Li O P
LiV(PO4)2,4,9,12,24.0,48,Li O P V
LiSn(PO3)3,4,9,28,56.0,56,Li O P Sn
Ca3SiBr2,3,9,6,6.0,6,Br Ca Si
Li2CrSiO4,4,9,16,32.0,64,Cr Li O Si
CaMg(CO3)2,4,8,10,20.0,30,C Ca Mg O
Ca2Mg(CO3)3,4,8,30,30.0,30,C Ca Mg O
NaH9O5,3,8,30,30.0,60,H Na O
Ba2BiSbO6,4,8,10,10.0,40,Ba Bi O Sb
BaSrLaBiO6,5,8,10,20.0,40,Ba Bi La O Sr
LiO8,2,8,9,9.0,9,Li O
Li2Si2NiO6,4,8,22,44.0,66,Li Ni O Si
LiCoBO3,4,8,24,24.0,54,B Co Li O
Li2TiFe2O5,4,8,20,20.0,20,Fe Li O Ti
Li4TiCrO6,4,8,12,48.0,48,Cr Li O Ti
Li2V3TeO8,4,8,14,28.0,56,Li O Te V
Cr2NiO4,3,8,14,14.0,14,Cr Ni O
MgPb2,2,8,6,6.0,12,Mg Pb
WSCl4,3,8,12,12.0,48,Cl S W
GeS2,2,8,6,36.0,48,Ge S
Rb2O,2,8,3,7.5,24,O Rb
KMn2O4,3,8,7,14.0,56,K Mn O
LaMg,2,8,2,6.0,6,La Mg
La(HO)3,3,8,14,14.0,56,H La O
Ca3Mg,2,8,4,4.0,8,Ca Mg
Y3Mg,2,8,4,4.0,8,Mg Y
RbNO3,3,8,5,7.5,45,N O Rb
NaMgMnO2,4,8,5,5.0,5,Mg Mn Na O
MgTiO2,3,8,4,10.0,16,Mg O Ti
NaMgNiO2,4,8,5,5.0,5,Mg Na Ni O
CoHO2,3,8,4,8.0,16,Co H O
MgZn(CoO2)4,4,8,14,14.0,14,Co Mg O Zn
MgFe3Co2Sb(PO4)6,6,8,37,37.0,37,Co Fe Mg O P Sb
MgTi3Fe2Co(PO4)6,6,8,37,37.0,37,Co Fe Mg O P Ti
MgVCr2Fe3(PO4)6,6,8,37,37.0,37,Cr Fe Mg O P V
MgCr2Fe3Ni(PO4)6,6,8,37,37.0,37,Cr Fe Mg Ni O P
MgMn8(OF)8,4,8,25,25.0,25,F Mg Mn O
K8MgCo2(Mo4O15)2,5,8,49,49.0,49,Co K Mg Mo O
MgCr3(SO4)6,4,8,34,34.0,34,Cr Mg O S
MgTi2(NiO3)2,4,8,11,11.0,11,Mg Ni O Ti
MgTa2(FeO4)2,4,8,13,13.0,13,Fe Mg O Ta
MgTe4MoW3S4,5,8,13,13.0,13,Mg Mo S Te W
MgMo2(WS4)2,4,8,13,13.0,13,Mg Mo S W
Na4Mg(CoO3)2,4,8,13,13.0,13,Co Mg Na O
Mg(NiO2)4,3,8,13,13.0,13,Mg Ni O
Ba3Cr2O8,3,8,13,26.0,26,Ba Cr O
K2Mg(CoO2)2,4,8,9,9.0,9,Co K Mg O
MgTe2Mo2W(SeS)2,6,8,10,10.0,10,Mg Mo S Se Te W
MgTe4Mo2WS2,5,8,10,10.0,10,Mg Mo S Te W
MgV4(OF2)4,4,8,17,17.0,17,F Mg O V
Mg(MoO3)4,3,8,17,17.0,17,Mg Mo O
MgTe3WO12,4,8,17,17.0,17,Mg O Te W
MgV4(OF)6,4,8,17,17.0,17,F Mg O V
BaCuO2,3,8,4,16.0,16,Ba Cu O
Mg(VS2)2,3,8,7,7.0,14,Mg S V
Zn(InS2)2,3,8,7,14.0,14,In S Zn
V4O7,2,8,22,22.0,22,O V
Zn,1,8,1,51.5,100,Zn
W,1,8,1,4.0,25,W
Mo,1,8,1,3.0,16,Mo
Co,1,8,1,4.0,46,Co
KIO3,3,8,5,15.0,40,I K O
Rb(WO3)3,3,8,26,26.0,26,O Rb W
Li(CoO2)4,3,8,13,26.0,26,Co Li O
LiCu4(PO4)3,4,8,40,60.0,80,Cu Li O P
Mg(ScSe2)2,3,8,14,28.0,56,Mg Sc Se
CuO2,2,8,3,4.5,12,Cu O
Li2Fe3CuO8,4,8,14,21.0,56,Cu Fe Li O
SrLaCl5,3,8,14,21.0,56,Cl La Sr
LiAlVO4,4,8,14,28.0,42,Al Li O V
SrCrO3,3,8,5,30.0,70,Cr O Sr
Li2Cr3FeO8,4,8,14,21.0,56,Cr Fe Li O
Li4V2Si(PO6)2,5,8,42,84.0,84,Li O P Si V
La2WO6,3,8,9,45.0,72,La O W
Li4CoO4,3,8,18,54.0,72,Co Li O
Li2Ni(PO3)4,4,8,19,38.0,76,Li Ni O P
Li4V3O8,3,8,15,30.0,30,Li O V
Li2TiFe3O8,4,8,14,28.0,56,Fe Li O Ti
CrPO5,3,8,14,28.0,56,Cr O P
NaLi5Fe2P2(CO7)2,6,8,52,52.0,52,C Fe Li Na O P
Na2LiFePCO7,6,8,26,52.0,52,C Fe Li Na O P
Li2Mn3SnO8,4,8,14,28.0,56,Li Mn O Sn
LiCuO2,3,8,4,8.0,32,Cu Li O
Li2MnCr3O8,4,8,14,21.0,56,Cr Li Mn O
Li3MnCo3O8,4,8,15,30.0,30,Co Li Mn O
Co(IO3)2,3,8,9,36.0,36,Co I O
Li2Mn(SiO3)2,4,8,22,44.0,66,Li Mn O Si
Li2Mn3CoO8,4,8,14,28.0,56,Co Li Mn O
