species,stoichiometry,raw_entries,proxy_structure_families,natoms_min,natoms_median,natoms_max
Ge-Sc,0.625;0.375,1,1,16,0.0,16
Bi-Pd,0.111111;0.888889,1,1,9,0.0,9
Ca-Ge,0.172414;0.827586,1,1,29,0.0,29
Ho-Te,0.285714;0.714286,1,1,14,0.0,14
La-Pb,0.827586;0.172414,1,1,29,0.0,29
Te-Ti,0.888889;0.111111,1,1,9,0.0,9
Hg-Ti,0.111111;0.888889,1,1,9,0.0,9
Pd-Rb,0.555556;0.444444,1,1,9,0.0,9
W-Y,0.571429;0.428571,1,1,7,0.0,7
Cr-Hg,0.428571;0.571429,1,1,7,0.0,7
Mn-Sb,0.555556;0.444444,1,1,9,0.0,9
Au-Sc,0.928571;0.0714286,1,1,28,0.0,28
Ca-Li,0.2;0.8,1,1,5,0.0,5
Hf-Ta,0.125;0.875,1,1,8,0.0,8
Bi-In,0.586207;0.413793,1,1,29,0.0,29
Ba-La,0.4;0.6,1,1,5,0.0,5
La-Sn,0.6;0.4,1,1,5,0.0,5
Al-Fe,0.125;0.875,1,1,8,0.0,8
Ag-Sn,0.888889;0.111111,1,1,9,0.0,9
Rh-Zn,0.875;0.125,1,1,8,0.0,8
Ag-Sr,0.444444;0.555556,1,1,18,0.0,18
Cr-Hg,0.375;0.625,1,1,16,0.0,16
As-Ge,0.538462;0.461538,1,1,13,0.0,13
Ag-V,0.111111;0.888889,1,1,9,0.0,9
Pt-Te,0.586207;0.413793,1,1,29,0.0,29
I-Pt,0.666667;0.333333,1,1,12,0.0,12
Ge-Pb,0.111111;0.888889,1,1,9,0.0,9
C-Hg,0.111111;0.888889,1,1,9,0.0,9
Mn-Zn,0.538462;0.461538,1,1,13,0.0,13
Ni-P,0.125;0.875,1,1,8,0.0,8
Ag-Os,0.888889;0.111111,1,1,9,0.0,9
Cr-Sb,0.888889;0.111111,1,1,9,0.0,9
Co-Rh,0.888889;0.111111,1,1,9,0.0,9
As-Os,0.413793;0.586207,1,1,29,0.0,29
Sr-Ti,0.428571;0.571429,1,1,7,0.0,7
La-Y,0.375;0.625,1,1,8,0.0,8
K-Sb,0.8;0.2,1,1,5,0.0,5
Au-Bi,0.888889;0.111111,1,1,9,0.0,9
Ge-Zr,0.413793;0.586207,1,1,29,0.0,29
Ba-O,0.888889;0.111111,1,1,9,0.0,9
Pb-Sr,0.827586;0.172414,1,1,29,0.0,29
Nb-W,0.1875;0.8125,1,1,16,0.0,16
In-V,0.586207;0.413793,1,1,29,0.0,29
Ag-Zn,0.111111;0.888889,1,1,9,0.0,9
Co-Pd,0.888889;0.111111,1,1,9,0.0,9
Pt-Y,0.586207;0.413793,1,1,29,0.0,29
Ba-P,0.444444;0.555556,1,1,18,0.0,18
Pb-Sc,0.461538;0.538462,1,1,13,0.0,13
Bi-Na,0.8;0.2,1,1,5,0.0,5
Cl-Zn,0.444444;0.555556,1,1,9,0.0,9
Cd-In,0.111111;0.888889,1,1,9,0.0,9
Cd-Re,0.555556;0.444444,1,1,9,0.0,9
Hg-Na,0.166667;0.833333,1,1,6,0.0,6
Ir-Nb,0.866667;0.133333,1,1,30,0.0,30
Li-Rh,0.827586;0.172414,1,1,29,0.0,29
In-Pb,0.875;0.125,1,1,8,0.0,8
C-Mn,0.461538;0.538462,1,1,13,0.0,13
Ca-Sn,0.413793;0.586207,1,1,29,0.0,29
Hf-In,0.875;0.125,1,1,8,0.0,8
Co-Dy,0.777778;0.222222,1,1,18,0.0,18
Ag-Na,0.888889;0.111111,1,1,9,0.0,9
La-Rh,0.888889;0.111111,1,1,9,0.0,9
Co-Ta,0.0714286;0.928571,1,1,28,0.0,28
Mo-Ti,0.0714286;0.928571,1,1,28,0.0,28
Bi-Zn,0.125;0.875,1,1,8,0.0,8
Ag-Pd,0.413793;0.586207,1,1,29,0.0,29
Ca-Ga,0.428571;0.571429,1,1,7,0.0,7
C-Sn,0.413793;0.586207,1,1,29,0.0,29
Au-Th,0.666667;0.333333,1,1,3,0.0,3
Sr-Tl,0.6;0.4,1,1,5,0.0,5
Ca-Cl,0.428571;0.571429,1,1,7,0.0,7
Cr-Nb,0.172414;0.827586,1,1,29,0.0,29
La-W,0.111111;0.888889,1,1,9,0.0,9
Co-Ge,0.827586;0.172414,1,1,29,0.0,29
Os-Sr,0.538462;0.461538,1,1,13,0.0,13
Pd-Ti,0.413793;0.586207,1,1,29,0.0,29
C-Sb,0.538462;0.461538,1,1,13,0.0,13
Ag-Mg,0.888889;0.111111,1,1,9,0.0,9
B-Br,0.827586;0.172414,1,1,29,0.0,29
Hg-La,0.803571;0.196429,1,1,112,0.0,112
N-Nb,0.111111;0.888889,1,1,9,0.0,9
Rh-Tc,0.928571;0.0714286,1,1,28,0.0,28
B-Ca,0.428571;0.571429,1,1,7,0.0,7
Ca-Tc,0.538462;0.461538,1,1,13,0.0,13
Al-Rh,0.7;0.3,1,1,10,0.0,10
Be-Pd,0.538462;0.461538,1,1,13,0.0,13
Ge-Si,0.6;0.4,1,1,5,0.0,5
Co-Hg,0.444444;0.555556,1,1,9,0.0,9
Hf-Pt,0.827586;0.172414,1,1,29,0.0,29
H-N,0.25;0.75,1,1,32,0.0,32
Ir-V,0.956522;0.0434783,1,1,46,0.0,46
Cu-Ti,0.956522;0.0434783,1,1,46,0.0,46
Ag-Pb,0.827586;0.172414,1,1,29,0.0,29
C-Cu,0.416667;0.583333,1,1,12,0.0,12
Ir-Rh,0.928571;0.0714286,1,1,28,0.0,28
Mn-V,0.413793;0.586207,1,1,29,0.0,29
Pd-Ti,0.0714286;0.928571,1,1,28,0.0,28
B-Ga,0.625;0.375,1,1,16,0.0,16
Mo-Sb,0.888889;0.111111,1,1,9,0.0,9
As-Se,0.444444;0.555556,1,1,9,0.0,9
Se-Ta,0.571429;0.428571,1,1,7,0.0,7
Au-Er,0.333333;0.666667,1,1,12,0.0,12
Al-Sc,0.461538;0.538462,1,1,13,0.0,13
Ba-Be,0.888889;0.111111,1,1,9,0.0,9
Ga-Se,0.461538;0.538462,1,1,13,0.0,13
Nb-Pb,0.875;0.125,1,1,8,0.0,8
Ag-Pd,0.538462;0.461538,1,1,13,0.0,13
Hf-Nb,0.111111;0.888889,1,1,9,0.0,9
Si-Tb,0.6;0.4,1,1,10,0.0,10
Co-K,0.2;0.8,1,1,5,0.0,5
Al-Sn,0.444444;0.555556,1,1,9,0.0,9
Br-Ni,0.2;0.8,1,1,5,0.0,5
Re-Zn,0.444444;0.555556,1,1,9,0.0,9
In-Zr,0.555556;0.444444,1,1,18,0.0,18
Sb-Sm,0.428571;0.571429,1,1,14,0.0,14
La-Sr,0.538462;0.461538,1,1,13,0.0,13
Cd-La,0.0434783;0.956522,1,1,46,0.0,46
Pd-Tc,0.413793;0.586207,1,1,29,0.0,29
Hg-Sb,0.6;0.4,1,1,10,0.0,10
S-Zr,0.333333;0.666667,1,1,36,0.0,36
Co-Ni,0.125;0.875,1,1,8,0.0,8
Cd-Co,0.4;0.6,1,1,5,0.0,5
Cu-Ru,0.111111;0.888889,1,1,9,0.0,9
In-Os,0.444444;0.555556,1,1,18,0.0,18
Bi-Br,0.444444;0.555556,1,1,9,0.0,9
Hf-Hg,0.172414;0.827586,1,1,29,0.0,29
Ca-In,0.625;0.375,1,1,8,0.0,8
Ir-Mg,0.125;0.875,1,1,8,0.0,8
Bi-K,0.444444;0.555556,1,1,9,0.0,9
Mo-Rh,0.0714286;0.928571,1,1,28,0.0,28
Re-Ru,0.538462;0.461538,1,1,13,0.0,13
Nb-Pt,0.866667;0.133333,1,1,30,0.0,30
Co-Rh,0.428571;0.571429,1,1,7,0.0,7
B-W,0.875;0.125,1,1,8,0.0,8
Nb-Zn,0.956522;0.0434783,1,1,46,0.0,46
Al-Be,0.6;0.4,1,1,5,0.0,5
Ti-Y,0.4;0.6,1,1,5,0.0,5
Ni-Sc,0.875;0.125,1,1,8,0.0,8
Fe-Se,0.125;0.875,1,1,8,0.0,8
Hg-Si,0.538462;0.461538,1,1,13,0.0,13
Mg-Sc,0.413793;0.586207,1,1,29,0.0,29
Ge-Hg,0.172414;0.827586,1,1,29,0.0,29
Mg-Pt,0.111111;0.888889,1,1,9,0.0,9
La-V,0.111111;0.888889,1,1,9,0.0,9
Pd-Se,0.461538;0.538462,1,1,13,0.0,13
Os-Pb,0.172414;0.827586,1,1,29,0.0,29
Al-Re,0.444444;0.555556,1,1,18,0.0,18
H-Sm,0.666667;0.333333,1,1,3,0.0,3
B-Tl,0.538462;0.461538,1,1,13,0.0,13
B-Sc,0.888889;0.111111,1,1,9,0.0,9
Li-Ni,0.125;0.875,1,1,8,0.0,8
Br-C,0.586207;0.413793,1,1,29,0.0,29
Ni-Ti,0.956522;0.0434783,1,1,46,0.0,46
Hf-Se,0.375;0.625,1,1,16,0.0,16
Br-In,0.571429;0.428571,1,1,7,0.0,7
Nb-Sc,0.375;0.625,1,1,8,0.0,8
Cr-Zr,0.0714286;0.928571,1,1,28,0.0,28
Ga-Li,0.166667;0.833333,1,1,6,0.0,6
Mg-Se,0.413793;0.586207,1,1,29,0.0,29
Tc-Zn,0.956522;0.0434783,1,1,46,0.0,46
Hf-Ni,0.956522;0.0434783,1,1,46,0.0,46
Mn-Tc,0.875;0.125,1,1,8,0.0,8
In-Zr,0.827586;0.172414,1,1,29,0.0,29
B-Pt,0.444444;0.555556,1,1,9,0.0,9
Mn-Ru,0.461538;0.538462,1,1,13,0.0,13
Al-C,0.888889;0.111111,1,1,9,0.0,9
La-Zr,0.428571;0.571429,1,1,7,0.0,7
Re-Zn,0.888889;0.111111,1,1,9,0.0,9
Dy-Tl,0.375;0.625,1,1,16,0.0,16
B-Ru,0.571429;0.428571,1,1,7,0.0,7
O-Tb,0.631579;0.368421,1,1,19,0.0,19
Nb-W,0.6875;0.3125,1,1,16,0.0,16
Sn-Te,0.827586;0.172414,1,1,29,0.0,29
Br-In,0.444444;0.555556,1,1,9,0.0,9
Ir-Ni,0.538462;0.461538,1,1,13,0.0,13
La-Mn,0.555556;0.444444,1,1,9,0.0,9
O-Pr,0.631579;0.368421,1,1,19,0.0,19
Ir-Y,0.714286;0.285714,1,1,14,0.0,14
Ga-Rh,0.538462;0.461538,1,1,13,0.0,13
Sn-Te,0.888889;0.111111,1,1,9,0.0,9
Pb-Te,0.172414;0.827586,1,1,29,0.0,29
Li-Tc,0.586207;0.413793,1,1,29,0.0,29
As-Ni,0.172414;0.827586,1,1,29,0.0,29
Co-Tc,0.888889;0.111111,1,1,9,0.0,9
Pt-Tc,0.125;0.875,1,1,8,0.0,8
C-Cr,0.586207;0.413793,1,1,29,0.0,29
K-Sn,0.375;0.625,1,1,16,0.0,16
Cl-Ta,0.571429;0.428571,1,1,7,0.0,7
Fe-Ni,0.461538;0.538462,1,1,13,0.0,13
As-Ru,0.586207;0.413793,1,1,29,0.0,29
Br-Zn,0.444444;0.555556,1,1,9,0.0,9
Ba-Te,0.538462;0.461538,1,1,13,0.0,13
Hg-K,0.625;0.375,1,1,16,0.0,16
Rh-Zn,0.413793;0.586207,1,1,29,0.0,29
Mg-Pb,0.125;0.875,1,1,8,0.0,8
Mo-Sr,0.625;0.375,1,1,16,0.0,16
Be-Ru,0.875;0.125,1,1,8,0.0,8
Ag-Ti,0.586207;0.413793,1,1,29,0.0,29
Li-Si,0.555556;0.444444,1,1,9,0.0,9
As-Mo,0.538462;0.461538,1,1,13,0.0,13
Ir-W,0.933333;0.0666667,1,1,30,0.0,30
Be-Fe,0.4;0.6,1,1,5,0.0,5
Fe-Sb,0.827586;0.172414,1,1,29,0.0,29
Ag-Hg,0.571429;0.428571,1,1,7,0.0,7
Ru-Sr,0.625;0.375,1,1,8,0.0,8
Sc-Se,0.125;0.875,1,1,8,0.0,8
Co-Pt,0.172414;0.827586,1,1,29,0.0,29
Fe-Rh,0.538462;0.461538,1,1,13,0.0,13
Ho-Rh,0.7;0.3,1,1,20,0.0,20
Ta-Tc,0.0434783;0.956522,1,1,46,0.0,46
Eu-Ir,0.8;0.2,1,1,10,0.0,10
Au-Te,0.111111;0.888889,1,1,9,0.0,9
P-V,0.461538;0.538462,1,1,13,0.0,13
Co-P,0.172414;0.827586,1,1,29,0.0,29
Ba-Si,0.444444;0.555556,1,1,9,0.0,9
Li-Zr,0.172414;0.827586,1,1,29,0.0,29
Ag-Rh,0.875;0.125,1,1,8,0.0,8
C-Zn,0.875;0.125,1,1,8,0.0,8
Li-Sc,0.428571;0.571429,1,1,7,0.0,7
Hf-Ni,0.586207;0.413793,1,1,29,0.0,29
Ir-Y,0.956522;0.0434783,1,1,46,0.0,46
Er-Pt,0.75;0.25,1,1,16,0.0,16
La-Mn,0.125;0.875,1,1,8,0.0,8
Cu-Ge,0.111111;0.888889,1,1,9,0.0,9
Ca-Ta,0.2;0.8,1,1,5,0.0,5
Mo-Si,0.413793;0.586207,1,1,29,0.0,29
Ca-Rh,0.375;0.625,1,1,8,0.0,8
Hg-Sr,0.111111;0.888889,1,1,9,0.0,9
Rh-Ru,0.875;0.125,1,1,8,0.0,8
Rh-Sn,0.172414;0.827586,1,1,29,0.0,29
Fe-Nb,0.928571;0.0714286,1,1,28,0.0,28
Nb-Ta,0.6875;0.3125,1,1,16,0.0,16
Mo-Te,0.827586;0.172414,1,1,29,0.0,29
Br-Ni,0.888889;0.111111,1,1,9,0.0,9
Ag-Br,0.555556;0.444444,1,1,9,0.0,9
Hg-Mn,0.714286;0.285714,1,1,14,0.0,14
Cu-Ni,0.172414;0.827586,1,1,29,0.0,29
Ag-Li,0.444444;0.555556,1,1,18,0.0,18
Gd-Mg,0.166667;0.833333,1,1,6,0.0,6
Mg-P,0.111111;0.888889,1,1,9,0.0,9
Mg-W,0.111111;0.888889,1,1,9,0.0,9
Cu-Rh,0.0434783;0.956522,1,1,46,0.0,46
Ga-Ti,0.571429;0.428571,1,1,7,0.0,7
B-Sb,0.2;0.8,1,1,5,0.0,5
Au-Te,0.428571;0.571429,1,1,7,0.0,7
Ni-Pb,0.428571;0.571429,1,1,7,0.0,7
Ag-Mn,0.111111;0.888889,1,1,9,0.0,9
Au-Te,0.827586;0.172414,1,1,29,0.0,29
Ga-Y,0.6;0.4,1,1,5,0.0,5
Cr-Ir,0.888889;0.111111,1,1,9,0.0,9
B-Sb,0.428571;0.571429,1,1,7,0.0,7
Au-C,0.875;0.125,1,1,8,0.0,8
C-Zr,0.827586;0.172414,1,1,29,0.0,29
Li-Ti,0.461538;0.538462,1,1,13,0.0,13
C-I,0.827586;0.172414,1,1,29,0.0,29
Mn-Ti,0.0434783;0.956522,1,1,46,0.0,46
Cr-Hg,0.625;0.375,1,1,16,0.0,16
Ir-Pd,0.428571;0.571429,1,1,7,0.0,7
Be-P,0.538462;0.461538,1,1,13,0.0,13
Ta-Tc,0.0714286;0.928571,1,1,28,0.0,28
B-Ta,0.555556;0.444444,1,1,18,0.0,18
Ag-Hf,0.0434783;0.956522,1,1,46,0.0,46
Hf-Nb,0.555556;0.444444,1,1,9,0.0,9
Cu-Si,0.583333;0.416667,1,1,12,0.0,12
C-Ir,0.583333;0.416667,1,1,12,0.0,12
C-Rb,0.111111;0.888889,1,1,9,0.0,9
B-Nb,0.545455;0.454545,1,1,11,0.0,11
Li-Sb,0.2;0.8,1,1,5,0.0,5
Ru-Zn,0.125;0.875,1,1,8,0.0,8
Cu-Hf,0.586207;0.413793,1,1,29,0.0,29
Mg-Zn,0.172414;0.827586,1,1,29,0.0,29
Tc-Zn,0.538462;0.461538,1,1,13,0.0,13
La-Tl,0.111111;0.888889,1,1,9,0.0,9
Au-Tb,0.75;0.25,1,1,8,0.0,8
Co-Mn,0.111111;0.888889,1,1,9,0.0,9
Ba-Ir,0.428571;0.571429,1,1,7,0.0,7
Ca-I,0.333333;0.666667,1,1,3,0.0,3
C-Hg,0.888889;0.111111,1,1,9,0.0,9
Pb-V,0.6;0.4,1,1,5,0.0,5
Ag-Pt,0.888889;0.111111,1,1,9,0.0,9
Tc-Ti,0.0434783;0.956522,1,1,46,0.0,46
Mo-Ru,0.827586;0.172414,1,1,29,0.0,29
Rh-Zn,0.0434783;0.956522,1,1,46,0.0,46
Cu-Na,0.888889;0.111111,1,1,9,0.0,9
Cd-La,0.916667;0.0833333,1,1,36,0.0,36
As-Pb,0.111111;0.888889,1,1,9,0.0,9
Mn-Pb,0.538462;0.461538,1,1,13,0.0,13
Ge-Te,0.125;0.875,1,1,8,0.0,8
B-Co,0.586207;0.413793,1,1,29,0.0,29
Hf-Re,0.888889;0.111111,1,1,9,0.0,9
Ba-Ru,0.875;0.125,1,1,8,0.0,8
C-Mn,0.416667;0.583333,1,1,12,0.0,12
Fe-V,0.133333;0.866667,1,1,30,0.0,30
Te-V,0.111111;0.888889,1,1,9,0.0,9
Cr-Ni,0.875;0.125,1,1,8,0.0,8
Nb-Rh,0.125;0.875,1,1,8,0.0,8
Ag-Te,0.583333;0.416667,1,1,12,0.0,12
Mn-Ta,0.956522;0.0434783,1,1,46,0.0,46
Ga-Hg,0.375;0.625,1,1,8,0.0,8
Cl-Cu,0.571429;0.428571,1,1,7,0.0,7
Mg-Pd,0.172414;0.827586,1,1,29,0.0,29
B-Be,0.571429;0.428571,1,1,7,0.0,7
As-Mg,0.827586;0.172414,1,1,29,0.0,29
As-Sc,0.888889;0.111111,1,1,9,0.0,9
P-Ru,0.571429;0.428571,1,1,7,0.0,7
Ag-Sb,0.111111;0.888889,1,1,9,0.0,9
In-Rh,0.538462;0.461538,1,1,13,0.0,13
Li-Ta,0.2;0.8,1,1,5,0.0,5
Ir-Se,0.413793;0.586207,1,1,29,0.0,29
Ir-Ta,0.888889;0.111111,1,1,9,0.0,9
Mo-Ni,0.956522;0.0434783,1,1,46,0.0,46
Li-Sc,0.6;0.4,1,1,10,0.0,10
Ni-V,0.538462;0.461538,1,1,13,0.0,13
Br-Ru,0.111111;0.888889,1,1,9,0.0,9
Ga-La,0.555556;0.444444,1,1,18,0.0,18
Os-W,0.413793;0.586207,1,1,29,0.0,29
La-Sr,0.555556;0.444444,1,1,18,0.0,18
Re-V,0.956522;0.0434783,1,1,46,0.0,46
As-Ca,0.125;0.875,1,1,8,0.0,8
Hf-P,0.461538;0.538462,1,1,13,0.0,13
Re-Sc,0.586207;0.413793,1,1,29,0.0,29
Ru-V,0.172414;0.827586,1,1,29,0.0,29
Nb-Se,0.413793;0.586207,1,1,29,0.0,29
Rh-Tb,0.5;0.5,1,1,2,0.0,2
Pt-V,0.956522;0.0434783,1,1,46,0.0,46
Sr-Y,0.538462;0.461538,1,1,13,0.0,13
Bi-Ge,0.172414;0.827586,1,1,29,0.0,29
Ag-Tc,0.571429;0.428571,1,1,7,0.0,7
Fe-Mg,0.111111;0.888889,1,1,9,0.0,9
Ga-Na,0.375;0.625,1,1,16,0.0,16
N-Y,0.111111;0.888889,1,1,9,0.0,9
As-Rh,0.111111;0.888889,1,1,9,0.0,9
B-Ta,0.888889;0.111111,1,1,9,0.0,9
Ge-Ir,0.586207;0.413793,1,1,29,0.0,29
Os-Ru,0.538462;0.461538,1,1,13,0.0,13
Ni-Sr,0.428571;0.571429,1,1,7,0.0,7
Cr-Se,0.172414;0.827586,1,1,29,0.0,29
Ag-B,0.172414;0.827586,1,1,29,0.0,29
Pd-V,0.928571;0.0714286,1,1,28,0.0,28
Cr-Mn,0.571429;0.428571,1,1,7,0.0,7
Br-Yb,0.666667;0.333333,1,1,6,0.0,6
Ge-Hf,0.586207;0.413793,1,1,29,0.0,29
K-Tc,0.586207;0.413793,1,1,29,0.0,29
K-Te,0.111111;0.888889,1,1,9,0.0,9
Ru-Sb,0.538462;0.461538,1,1,13,0.0,13
K-Rh,0.375;0.625,1,1,16,0.0,16
As-Se,0.461538;0.538462,1,1,13,0.0,13
Pt-W,0.586207;0.413793,1,1,29,0.0,29
Fe-Se,0.172414;0.827586,1,1,29,0.0,29
Ni-Te,0.571429;0.428571,1,1,7,0.0,7
Au-Si,0.888889;0.111111,1,1,9,0.0,9
Pd-Tc,0.827586;0.172414,1,1,29,0.0,29
Na-Se,0.625;0.375,1,1,8,0.0,8
Rh-Tb,0.833333;0.166667,1,1,6,0.0,6
Os-Sb,0.6;0.4,1,1,5,0.0,5
Ga-K,0.888889;0.111111,1,1,9,0.0,9
Li-Pt,0.888889;0.111111,1,1,9,0.0,9
B-Y,0.869565;0.130435,1,1,23,0.0,23
C-K,0.416667;0.583333,1,1,12,0.0,12
Be-Sc,0.586207;0.413793,1,1,29,0.0,29
Te-Y,0.375;0.625,1,1,16,0.0,16
Cr-Te,0.875;0.125,1,1,8,0.0,8
In-Ir,0.461538;0.538462,1,1,13,0.0,13
Pd-Zn,0.586207;0.413793,1,1,29,0.0,29
Bi-Sc,0.444444;0.555556,1,1,18,0.0,18
Pr-Zn,0.166667;0.833333,1,1,6,0.0,6
Ca-Rh,0.4;0.6,1,1,5,0.0,5
In-Sc,0.111111;0.888889,1,1,9,0.0,9
As-Bi,0.125;0.875,1,1,8,0.0,8
Bi-Rh,0.125;0.875,1,1,8,0.0,8
Pt-Sn,0.461538;0.538462,1,1,13,0.0,13
H-Mn,0.5;0.5,1,1,4,0.0,4
Be-Ca,0.413793;0.586207,1,1,29,0.0,29
Cd-Ir,0.836735;0.163265,1,1,49,0.0,49
Ga-Mg,0.125;0.875,1,1,8,0.0,8
La-V,0.428571;0.571429,1,1,7,0.0,7
Cl-Ni,0.625;0.375,1,1,16,0.0,16
Cr-Zr,0.0434783;0.956522,1,1,46,0.0,46
K-Sb,0.111111;0.888889,1,1,9,0.0,9
As-Hg,0.555556;0.444444,1,1,9,0.0,9
La-Sb,0.8;0.2,1,1,5,0.0,5
Ho-Te,0.333333;0.666667,1,1,6,0.0,6
Si-Tm,0.5;0.5,1,1,4,0.0,4
Pb-Pt,0.875;0.125,1,1,8,0.0,8
Cd-Hf,0.172414;0.827586,1,1,29,0.0,29
La-Zr,0.555556;0.444444,1,1,18,0.0,18
La-Pt,0.928571;0.0714286,1,1,28,0.0,28
Si-Zr,0.827586;0.172414,1,1,29,0.0,29
Au-Cr,0.428571;0.571429,1,1,7,0.0,7
La-Nb,0.625;0.375,1,1,8,0.0,8
Al-P,0.172414;0.827586,1,1,29,0.0,29
Ba-Pt,0.875;0.125,1,1,8,0.0,8
Tl-Zn,0.125;0.875,1,1,8,0.0,8
B-Co,0.413793;0.586207,1,1,29,0.0,29
Al-Cd,0.172414;0.827586,1,1,29,0.0,29
Mo-Rh,0.0434783;0.956522,1,1,46,0.0,46
Pr-Pt,0.25;0.75,1,1,4,0.0,4
Be-Nb,0.538462;0.461538,1,1,13,0.0,13
Co-Mn,0.0434783;0.956522,1,1,46,0.0,46
Pd-Se,0.875;0.125,1,1,8,0.0,8
C-Pb,0.125;0.875,1,1,8,0.0,8
Sn-Te,0.538462;0.461538,1,1,13,0.0,13
Re-Ta,0.956522;0.0434783,1,1,46,0.0,46
Al-C,0.111111;0.888889,1,1,9,0.0,9
Mn-Se,0.375;0.625,1,1,16,0.0,16
Be-Ca,0.888889;0.111111,1,1,9,0.0,9
Al-Fe,0.888889;0.111111,1,1,9,0.0,9
As-Te,0.125;0.875,1,1,8,0.0,8
Cl-Ge,0.6;0.4,1,1,5,0.0,5
Si-Tc,0.444444;0.555556,1,1,9,0.0,9
N-Pt,0.857143;0.142857,1,1,14,0.0,14
Rh-Sb,0.375;0.625,1,1,8,0.0,8
B-Ge,0.111111;0.888889,1,1,9,0.0,9
In-Pu,0.25;0.75,1,1,4,0.0,4
Cd-Cr,0.444444;0.555556,1,1,9,0.0,9
Fe-Ge,0.125;0.875,1,1,8,0.0,8
Re-Sc,0.875;0.125,1,1,8,0.0,8
P-Pt,0.428571;0.571429,1,1,7,0.0,7
Nb-Si,0.586207;0.413793,1,1,29,0.0,29
Ir-Sc,0.125;0.875,1,1,8,0.0,8
Y-Zn,0.125;0.875,1,1,8,0.0,8
Fe-Mo,0.413793;0.586207,1,1,29,0.0,29
Sr-Zn,0.827586;0.172414,1,1,29,0.0,29
Na-Tc,0.461538;0.538462,1,1,13,0.0,13
Nb-Pb,0.413793;0.586207,1,1,29,0.0,29
Ag-Y,0.413793;0.586207,1,1,29,0.0,29
F-Tc,0.8;0.2,1,1,40,0.0,40
Fe-W,0.586207;0.413793,1,1,29,0.0,29
Rh-Y,0.586207;0.413793,1,1,29,0.0,29
Cu-Mo,0.625;0.375,1,1,8,0.0,8
Cd-In,0.888889;0.111111,1,1,9,0.0,9
O-Sc,0.111111;0.888889,1,1,9,0.0,9
Cl-Ta,0.625;0.375,1,1,16,0.0,16
Gd-Os,0.333333;0.666667,1,1,12,0.0,12
Au-Ru,0.428571;0.571429,1,1,7,0.0,7
Sc-Si,0.827586;0.172414,1,1,29,0.0,29
Cd-Ti,0.461538;0.538462,1,1,13,0.0,13
Os-Y,0.827586;0.172414,1,1,29,0.0,29
C-Zn,0.538462;0.461538,1,1,13,0.0,13
V-W,0.111111;0.888889,1,1,9,0.0,9
Re-Y,0.928571;0.0714286,1,1,28,0.0,28
Hf-K,0.111111;0.888889,1,1,9,0.0,9
Nb-V,0.172414;0.827586,1,1,29,0.0,29
As-Li,0.555556;0.444444,1,1,18,0.0,18
Ag-Pd,0.172414;0.827586,1,1,29,0.0,29
Ag-Si,0.571429;0.428571,1,1,7,0.0,7
Pt-W,0.111111;0.888889,1,1,9,0.0,9
Ca-W,0.555556;0.444444,1,1,9,0.0,9
Hg-Pb,0.428571;0.571429,1,1,7,0.0,7
Au-Ti,0.125;0.875,1,1,8,0.0,8
Ag-K,0.827586;0.172414,1,1,29,0.0,29
B-Sc,0.827586;0.172414,1,1,29,0.0,29
C-Cr,0.538462;0.461538,1,1,13,0.0,13
Re-Sc,0.111111;0.888889,1,1,9,0.0,9
As-Tl,0.461538;0.538462,1,1,13,0.0,13
Ir-Sc,0.0714286;0.928571,1,1,28,0.0,28
Mn-Sr,0.375;0.625,1,1,16,0.0,16
Co-N,0.888889;0.111111,1,1,9,0.0,9
Bi-Fe,0.125;0.875,1,1,8,0.0,8
Al-Bi,0.413793;0.586207,1,1,29,0.0,29
Rh-Sb,0.428571;0.571429,1,1,7,0.0,7
Ga-Mn,0.172414;0.827586,1,1,29,0.0,29
Bi-Ti,0.625;0.375,1,1,16,0.0,16
La-Li,0.538462;0.461538,1,1,13,0.0,13
Br-Ge,0.111111;0.888889,1,1,9,0.0,9
Cu-Ti,0.875;0.125,1,1,8,0.0,8
Cu-Ge,0.461538;0.538462,1,1,13,0.0,13
Fe-La,0.888889;0.111111,1,1,9,0.0,9
Au-Hf,0.413793;0.586207,1,1,29,0.0,29
In-Te,0.6;0.4,1,1,5,0.0,5
Ba-K,0.571429;0.428571,1,1,7,0.0,7
Ca-Co,0.6;0.4,1,1,5,0.0,5
B-V,0.545455;0.454545,1,1,11,0.0,11
Pt-Rh,0.111111;0.888889,1,1,9,0.0,9
Bi-P,0.586207;0.413793,1,1,29,0.0,29
Cl-Cu,0.6;0.4,1,1,10,0.0,10
Be-W,0.172414;0.827586,1,1,29,0.0,29
P-Se,0.125;0.875,1,1,8,0.0,8
C-Zn,0.416667;0.583333,1,1,12,0.0,12
Ba-Pb,0.461538;0.538462,1,1,13,0.0,13
Pd-Ti,0.125;0.875,1,1,8,0.0,8
C-Ir,0.586207;0.413793,1,1,29,0.0,29
B-Br,0.172414;0.827586,1,1,29,0.0,29
Cu-Tc,0.375;0.625,1,1,8,0.0,8
Au-Ti,0.827586;0.172414,1,1,29,0.0,29
Cl-Cr,0.555556;0.444444,1,1,9,0.0,9
Cr-Mo,0.6875;0.3125,1,1,16,0.0,16
Cr-Zn,0.6;0.4,1,1,5,0.0,5
W-Y,0.555556;0.444444,1,1,9,0.0,9
Fe-Ti,0.956522;0.0434783,1,1,46,0.0,46
