species,stoichiometry,raw_entries,proxy_structure_families,natoms_min,natoms_median,natoms_max
Cd-Ru,0.4;0.6,1,1,5,0.0,5
B-Fe,0.586207;0.413793,1,1,29,0.0,29
Fe-In,0.428571;0.571429,1,1,7,0.0,7
Ag-Al,0.586207;0.413793,1,1,29,0.0,29
Cl-V,0.6;0.4,1,1,10,0.0,10
Ni-Pt,0.413793;0.586207,1,1,29,0.0,29
Ag-Tl,0.125;0.875,1,1,8,0.0,8
Ge-S,0.416667;0.583333,1,1,12,0.0,12
Be-Co,0.538462;0.461538,1,1,13,0.0,13
Fe-Hg,0.625;0.375,1,1,8,0.0,8
Bi-Se,0.461538;0.538462,1,1,13,0.0,13
I-La,0.714286;0.285714,1,1,14,0.0,14
Nb-Rh,0.888889;0.111111,1,1,9,0.0,9
Mg-P,0.571429;0.428571,1,1,7,0.0,7
Mg-Si,0.125;0.875,1,1,8,0.0,8
S-Ti,0.413793;0.586207,1,1,29,0.0,29
As-B,0.827586;0.172414,1,1,29,0.0,29
Cu-Ir,0.888889;0.111111,1,1,9,0.0,9
Au-Ni,0.125;0.875,1,1,8,0.0,8
Fe-La,0.555556;0.444444,1,1,18,0.0,18
Cr-P,0.875;0.125,1,1,8,0.0,8
As-B,0.125;0.875,1,1,8,0.0,8
Bi-Sc,0.888889;0.111111,1,1,9,0.0,9
Ni-Tc,0.827586;0.172414,1,1,29,0.0,29
Nd-Rh,0.5;0.5,1,1,4,0.0,4
Cr-Pt,0.827586;0.172414,1,1,29,0.0,29
Ni-Re,0.586207;0.413793,1,1,29,0.0,29
C-Ge,0.875;0.125,1,1,8,0.0,8
Co-Nb,0.111111;0.888889,1,1,9,0.0,9
Cr-V,0.888889;0.111111,1,1,9,0.0,9
Al-Mo,0.461538;0.538462,1,1,13,0.0,13
K-Pb,0.888889;0.111111,1,1,9,0.0,9
Re-Ta,0.875;0.125,1,1,8,0.0,8
Na-Zn,0.571429;0.428571,1,1,7,0.0,7
Nb-Si,0.827586;0.172414,1,1,29,0.0,29
Br-Ti,0.586207;0.413793,1,1,29,0.0,29
Al-Sb,0.125;0.875,1,1,8,0.0,8
Be-Br,0.428571;0.571429,1,1,7,0.0,7
P-Zn,0.888889;0.111111,1,1,9,0.0,9
Be-Tc,0.111111;0.888889,1,1,9,0.0,9
La-Sc,0.111111;0.888889,1,1,9,0.0,9
C-Fe,0.125;0.875,1,1,8,0.0,8
Au-Sb,0.875;0.125,1,1,8,0.0,8
Br-Hf,0.4;0.6,1,1,5,0.0,5
Bi-Sc,0.461538;0.538462,1,1,13,0.0,13
B-Cu,0.538462;0.461538,1,1,13,0.0,13
Cu-Sr,0.555556;0.444444,1,1,18,0.0,18
Se-Tl,0.888889;0.111111,1,1,9,0.0,9
Be-Cu,0.413793;0.586207,1,1,29,0.0,29
La-Sr,0.375;0.625,1,1,16,0.0,16
Au-Os,0.571429;0.428571,1,1,7,0.0,7
Os-V,0.928571;0.0714286,1,1,28,0.0,28
B-Cr,0.545455;0.454545,1,1,11,0.0,11
Ag-Fe,0.428571;0.571429,1,1,7,0.0,7
Ni-Rh,0.444444;0.555556,1,1,9,0.0,9
Ir-Se,0.555556;0.444444,1,1,18,0.0,18
Li-Rh,0.428571;0.571429,1,1,7,0.0,7
Ir-Re,0.111111;0.888889,1,1,9,0.0,9
Gd-Pd,0.333333;0.666667,1,1,6,0.0,6
Sr-Ta,0.125;0.875,1,1,8,0.0,8
Bi-Ni,0.586207;0.413793,1,1,29,0.0,29
K-Na,0.827586;0.172414,1,1,29,0.0,29
Ga-Re,0.555556;0.444444,1,1,9,0.0,9
As-Pd,0.586207;0.413793,1,1,29,0.0,29
Hf-Mo,0.538462;0.461538,1,1,13,0.0,13
Ce-Si,0.625;0.375,1,1,16,0.0,16
Co-V,0.538462;0.461538,1,1,13,0.0,13
Dy-Rh,0.166667;0.833333,1,1,6,0.0,6
B-Br,0.875;0.125,1,1,8,0.0,8
Br-Sr,0.827586;0.172414,1,1,29,0.0,29
As-Os,0.461538;0.538462,1,1,13,0.0,13
Sn-W,0.538462;0.461538,1,1,13,0.0,13
Bi-Ti,0.586207;0.413793,1,1,29,0.0,29
Ru-Tc,0.888889;0.111111,1,1,9,0.0,9
Sn-Zn,0.625;0.375,1,1,16,0.0,16
Co-Cu,0.111111;0.888889,1,1,9,0.0,9
Ca-K,0.538462;0.461538,1,1,13,0.0,13
Al-P,0.6;0.4,1,1,10,0.0,10
Os-Pd,0.888889;0.111111,1,1,9,0.0,9
Hf-Mo,0.0434783;0.956522,1,1,46,0.0,46
Au-Te,0.6;0.4,1,1,5,0.0,5
Ir-Ru,0.586207;0.413793,1,1,29,0.0,29
B-Dy,0.923077;0.0769231,1,1,13,0.0,13
Cl-Te,0.538462;0.461538,1,1,13,0.0,13
O-Zr,0.555556;0.444444,1,1,9,0.0,9
Cd-Te,0.538462;0.461538,1,1,13,0.0,13
Cr-Te,0.625;0.375,1,1,8,0.0,8
B-Sr,0.6;0.4,1,1,5,0.0,5
Hf-Pd,0.461538;0.538462,1,1,13,0.0,13
Ag-V,0.125;0.875,1,1,8,0.0,8
P-Rb,0.785714;0.214286,1,1,56,0.0,56
Cu-Na,0.6;0.4,1,1,5,0.0,5
Be-P,0.586207;0.413793,1,1,29,0.0,29
As-Pb,0.461538;0.538462,1,1,13,0.0,13
Ni-Re,0.956522;0.0434783,1,1,46,0.0,46
Al-Co,0.172414;0.827586,1,1,29,0.0,29
Ag-Ga,0.172414;0.827586,1,1,29,0.0,29
Ir-Pt,0.4;0.6,1,1,5,0.0,5
B-Rh,0.538462;0.461538,1,1,13,0.0,13
Ge-Pr,0.428571;0.571429,1,1,14,0.0,14
Tc-V,0.0434783;0.956522,1,1,46,0.0,46
As-Ni,0.111111;0.888889,1,1,9,0.0,9
Ga-Tc,0.111111;0.888889,1,1,9,0.0,9
N-Ti,0.555556;0.444444,1,1,9,0.0,9
Bi-K,0.428571;0.571429,1,1,7,0.0,7
Al-I,0.25;0.75,1,1,16,0.0,16
Co-Pb,0.625;0.375,1,1,8,0.0,8
Re-Tc,0.0714286;0.928571,1,1,28,0.0,28
Co-Pb,0.125;0.875,1,1,8,0.0,8
Pt-Ru,0.827586;0.172414,1,1,29,0.0,29
Tc-Zn,0.0625;0.9375,1,1,32,0.0,32
Cd-Rh,0.0434783;0.956522,1,1,46,0.0,46
Al-Re,0.538462;0.461538,1,1,13,0.0,13
Mo-V,0.928571;0.0714286,1,1,28,0.0,28
Mo-Pd,0.586207;0.413793,1,1,29,0.0,29
Br-K,0.444444;0.555556,1,1,18,0.0,18
Cu-O,0.8;0.2,1,1,5,0.0,5
Be-K,0.827586;0.172414,1,1,29,0.0,29
Ti-Zn,0.875;0.125,1,1,8,0.0,8
Cu-Os,0.428571;0.571429,1,1,7,0.0,7
C-Co,0.461538;0.538462,1,1,13,0.0,13
Mo-Zn,0.586207;0.413793,1,1,29,0.0,29
Hf-Os,0.0714286;0.928571,1,1,28,0.0,28
Fe-Tl,0.888889;0.111111,1,1,9,0.0,9
Ag-Ca,0.428571;0.571429,1,1,7,0.0,7
Ga-Mg,0.461538;0.538462,1,1,13,0.0,13
As-Cu,0.413793;0.586207,1,1,29,0.0,29
Al-Si,0.173913;0.826087,1,1,46,0.0,46
Cr-Ti,0.928571;0.0714286,1,1,28,0.0,28
Cd-Gd,0.75;0.25,1,1,8,0.0,8
Cd-P,0.586207;0.413793,1,1,29,0.0,29
La-Ru,0.888889;0.111111,1,1,9,0.0,9
Re-Sb,0.172414;0.827586,1,1,29,0.0,29
Pb-Tc,0.428571;0.571429,1,1,7,0.0,7
Ti-Zn,0.0434783;0.956522,1,1,46,0.0,46
Br-W,0.714286;0.285714,1,1,56,0.0,56
Hf-Ta,0.555556;0.444444,1,1,9,0.0,9
Rh-Sr,0.375;0.625,1,1,8,0.0,8
Mg-Pd,0.538462;0.461538,1,1,13,0.0,13
La-Os,0.413793;0.586207,1,1,29,0.0,29
Cr-Cu,0.444444;0.555556,1,1,9,0.0,9
Al-Cl,0.428571;0.571429,1,1,7,0.0,7
Hf-Mn,0.586207;0.413793,1,1,29,0.0,29
Rh-Sn,0.111111;0.888889,1,1,9,0.0,9
Pt-Y,0.125;0.875,1,1,8,0.0,8
C-Zr,0.111111;0.888889,1,1,9,0.0,9
Bi-Mg,0.413793;0.586207,1,1,29,0.0,29
Ba-Mn,0.413793;0.586207,1,1,29,0.0,29
Ni-Te,0.827586;0.172414,1,1,29,0.0,29
Be-Li,0.413793;0.586207,1,1,29,0.0,29
Dy-Pt,0.428571;0.571429,1,1,14,0.0,14
Pd-V,0.172414;0.827586,1,1,29,0.0,29
Er-Ni,0.2;0.8,1,1,15,0.0,15
Mo-Sb,0.555556;0.444444,1,1,18,0.0,18
Cd-Ho,0.803571;0.196429,1,1,112,0.0,112
Ni-Te,0.586207;0.413793,1,1,29,0.0,29
Au-Hf,0.928571;0.0714286,1,1,28,0.0,28
Cs-Te,0.285714;0.714286,1,1,28,0.0,28
Mg-Ta,0.413793;0.586207,1,1,29,0.0,29
Ag-Be,0.172414;0.827586,1,1,29,0.0,29
Ti-V,0.6;0.4,1,1,5,0.0,5
Ge-Te,0.375;0.625,1,1,8,0.0,8
Bi-Nb,0.444444;0.555556,1,1,18,0.0,18
Br-Ru,0.586207;0.413793,1,1,29,0.0,29
Al-Tb,0.894737;0.105263,1,1,38,0.0,38
Ta-V,0.172414;0.827586,1,1,29,0.0,29
Cd-Re,0.428571;0.571429,1,1,7,0.0,7
In-Mn,0.827586;0.172414,1,1,29,0.0,29
Ba-Tl,0.586207;0.413793,1,1,29,0.0,29
B-V,0.125;0.875,1,1,8,0.0,8
Bi-Sc,0.172414;0.827586,1,1,29,0.0,29
Mg-Pt,0.413793;0.586207,1,1,29,0.0,29
Bi-Ca,0.888889;0.111111,1,1,9,0.0,9
Ni-W,0.461538;0.538462,1,1,13,0.0,13
Nb-Os,0.875;0.125,1,1,8,0.0,8
Ru-Sc,0.538462;0.461538,1,1,13,0.0,13
Mg-W,0.875;0.125,1,1,8,0.0,8
Na-Os,0.375;0.625,1,1,16,0.0,16
Hg-Pt,0.413793;0.586207,1,1,29,0.0,29
La-Zn,0.888889;0.111111,1,1,9,0.0,9
Cu-Sb,0.444444;0.555556,1,1,9,0.0,9
Cl-Cu,0.875;0.125,1,1,8,0.0,8
Ag-Pd,0.956522;0.0434783,1,1,46,0.0,46
Sc-Sr,0.571429;0.428571,1,1,7,0.0,7
Re-Tc,0.928571;0.0714286,1,1,28,0.0,28
Ir-Zr,0.827586;0.172414,1,1,29,0.0,29
Au-Sc,0.827586;0.172414,1,1,29,0.0,29
Ca-Y,0.875;0.125,1,1,8,0.0,8
Ru-Ti,0.827586;0.172414,1,1,29,0.0,29
Ni-Pt,0.538462;0.461538,1,1,13,0.0,13
Pd-Tc,0.888889;0.111111,1,1,9,0.0,9
Mo-Zn,0.956522;0.0434783,1,1,46,0.0,46
Rh-Se,0.555556;0.444444,1,1,9,0.0,9
Mo-V,0.8125;0.1875,1,1,16,0.0,16
La-Tc,0.111111;0.888889,1,1,9,0.0,9
Ni-Sr,0.625;0.375,1,1,8,0.0,8
Ag-V,0.875;0.125,1,1,8,0.0,8
Be-Si,0.888889;0.111111,1,1,9,0.0,9
Ca-Ru,0.6;0.4,1,1,5,0.0,5
Al-Cr,0.172414;0.827586,1,1,29,0.0,29
Ru-V,0.111111;0.888889,1,1,9,0.0,9
Mn-Ru,0.111111;0.888889,1,1,9,0.0,9
Hg-Sc,0.0434783;0.956522,1,1,46,0.0,46
Pd-Zr,0.827586;0.172414,1,1,29,0.0,29
Cr-Re,0.133333;0.866667,1,1,30,0.0,30
Be-Y,0.888889;0.111111,1,1,9,0.0,9
C-Sr,0.583333;0.416667,1,1,12,0.0,12
Ir-Ti,0.125;0.875,1,1,8,0.0,8
Sc-Tl,0.888889;0.111111,1,1,9,0.0,9
Nb-Rh,0.956522;0.0434783,1,1,46,0.0,46
Si-Te,0.172414;0.827586,1,1,29,0.0,29
Mn-Se,0.444444;0.555556,1,1,9,0.0,9
P-Se,0.375;0.625,1,1,8,0.0,8
Tl-W,0.4;0.6,1,1,5,0.0,5
Tc-Ti,0.875;0.125,1,1,8,0.0,8
Bi-Si,0.827586;0.172414,1,1,29,0.0,29
Ge-S,0.172414;0.827586,1,1,29,0.0,29
Sc-Ta,0.571429;0.428571,1,1,7,0.0,7
Fe-Re,0.0714286;0.928571,1,1,28,0.0,28
Mn-Si,0.538462;0.461538,1,1,13,0.0,13
Hf-W,0.0434783;0.956522,1,1,46,0.0,46
Ni-Sb,0.4;0.6,1,1,5,0.0,5
La-Os,0.111111;0.888889,1,1,9,0.0,9
Cr-La,0.888889;0.111111,1,1,9,0.0,9
Nb-V,0.3125;0.6875,1,1,16,0.0,16
Hf-Mg,0.888889;0.111111,1,1,9,0.0,9
K-Na,0.875;0.125,1,1,8,0.0,8
Ir-Tc,0.888889;0.111111,1,1,9,0.0,9
Pb-Re,0.6;0.4,1,1,10,0.0,10
Li-Rh,0.586207;0.413793,1,1,29,0.0,29
Cd-Mg,0.875;0.125,1,1,8,0.0,8
Ca-Se,0.125;0.875,1,1,8,0.0,8
C-Mg,0.111111;0.888889,1,1,9,0.0,9
B-Se,0.125;0.875,1,1,8,0.0,8
Mn-V,0.172414;0.827586,1,1,29,0.0,29
Fe-Pt,0.827586;0.172414,1,1,29,0.0,29
Ta-Zr,0.111111;0.888889,1,1,9,0.0,9
Ba-Li,0.375;0.625,1,1,16,0.0,16
In-Nb,0.571429;0.428571,1,1,7,0.0,7
Ir-Re,0.888889;0.111111,1,1,9,0.0,9
Ba-La,0.172414;0.827586,1,1,29,0.0,29
Au-Li,0.111111;0.888889,1,1,9,0.0,9
Au-Zn,0.461538;0.538462,1,1,13,0.0,13
Hg-Ir,0.555556;0.444444,1,1,9,0.0,9
Ge-Ta,0.571429;0.428571,1,1,7,0.0,7
Si-Y,0.875;0.125,1,1,8,0.0,8
Ga-Ta,0.827586;0.172414,1,1,29,0.0,29
Pb-Ru,0.413793;0.586207,1,1,29,0.0,29
In-Si,0.461538;0.538462,1,1,13,0.0,13
As-Ga,0.888889;0.111111,1,1,9,0.0,9
Cu-P,0.125;0.875,1,1,8,0.0,8
Ca-Mn,0.0344828;0.965517,1,1,29,0.0,29
Na-W,0.428571;0.571429,1,1,7,0.0,7
Ir-Pt,0.888889;0.111111,1,1,9,0.0,9
Dy-Sb,0.285714;0.714286,1,1,28,0.0,28
Pt-Se,0.625;0.375,1,1,8,0.0,8
Cr-Os,0.538462;0.461538,1,1,13,0.0,13
Al-La,0.172414;0.827586,1,1,29,0.0,29
Na-Ru,0.8;0.2,1,1,5,0.0,5
Cr-Ta,0.538462;0.461538,1,1,13,0.0,13
Al-Au,0.538462;0.461538,1,1,13,0.0,13
Cr-V,0.1875;0.8125,1,1,16,0.0,16
Cr-Os,0.461538;0.538462,1,1,13,0.0,13
Na-Sc,0.827586;0.172414,1,1,29,0.0,29
C-Se,0.413793;0.586207,1,1,29,0.0,29
B-Sn,0.4;0.6,1,1,5,0.0,5
As-Co,0.172414;0.827586,1,1,29,0.0,29
Ge-Hf,0.428571;0.571429,1,1,7,0.0,7
Ni-Sr,0.444444;0.555556,1,1,9,0.0,9
As-Ti,0.827586;0.172414,1,1,29,0.0,29
As-W,0.125;0.875,1,1,8,0.0,8
La-Pd,0.827586;0.172414,1,1,29,0.0,29
Ni-Tl,0.6;0.4,1,1,5,0.0,5
Pt-Rb,0.111111;0.888889,1,1,9,0.0,9
Al-B,0.461538;0.538462,1,1,13,0.0,13
B-Ba,0.555556;0.444444,1,1,18,0.0,18
Br-V,0.2;0.8,1,1,20,0.0,20
As-Zn,0.586207;0.413793,1,1,29,0.0,29
Be-Te,0.538462;0.461538,1,1,13,0.0,13
Te-Zr,0.571429;0.428571,1,1,7,0.0,7
O-Sn,0.615385;0.384615,1,1,13,0.0,13
Au-Co,0.875;0.125,1,1,8,0.0,8
Ni-Ru,0.444444;0.555556,1,1,9,0.0,9
Co-Ga,0.461538;0.538462,1,1,13,0.0,13
B-Bi,0.4;0.6,1,1,5,0.0,5
Al-Hf,0.111111;0.888889,1,1,9,0.0,9
Mo-Ni,0.111111;0.888889,1,1,9,0.0,9
Cr-Se,0.555556;0.444444,1,1,18,0.0,18
Ag-Ti,0.827586;0.172414,1,1,29,0.0,29
Al-As,0.461538;0.538462,1,1,13,0.0,13
In-Zn,0.4;0.6,1,1,5,0.0,5
Ge-W,0.413793;0.586207,1,1,29,0.0,29
Eu-In,0.5;0.5,1,1,2,0.0,2
Au-Be,0.172414;0.827586,1,1,29,0.0,29
Ca-Cr,0.827586;0.172414,1,1,29,0.0,29
In-Os,0.172414;0.827586,1,1,29,0.0,29
Ni-Re,0.888889;0.111111,1,1,9,0.0,9
Cr-Pd,0.0434783;0.956522,1,1,46,0.0,46
Hf-Hg,0.0714286;0.928571,1,1,28,0.0,28
In-Pb,0.428571;0.571429,1,1,7,0.0,7
As-Zr,0.413793;0.586207,1,1,29,0.0,29
Ga-Ni,0.444444;0.555556,1,1,9,0.0,9
Ni-Sc,0.956522;0.0434783,1,1,46,0.0,46
Ba-Cr,0.125;0.875,1,1,8,0.0,8
Ba-Sr,0.875;0.125,1,1,8,0.0,8
C-Tl,0.413793;0.586207,1,1,29,0.0,29
Fe-Mn,0.375;0.625,1,1,8,0.0,8
C-Si,0.583333;0.416667,1,1,12,0.0,12
Dy-Tc,0.333333;0.666667,1,1,12,0.0,12
Be-Re,0.125;0.875,1,1,8,0.0,8
Eu-In,0.2;0.8,1,1,10,0.0,10
As-Ru,0.125;0.875,1,1,8,0.0,8
Na-Y,0.375;0.625,1,1,8,0.0,8
Ru-Zn,0.0434783;0.956522,1,1,46,0.0,46
Au-Ca,0.555556;0.444444,1,1,9,0.0,9
Nb-W,0.956522;0.0434783,1,1,46,0.0,46
Hg-Mn,0.375;0.625,1,1,8,0.0,8
Cr-Ta,0.0714286;0.928571,1,1,28,0.0,28
In-Sb,0.461538;0.538462,1,1,13,0.0,13
I-Pt,0.727273;0.272727,1,1,44,0.0,44
Re-Ti,0.0714286;0.928571,1,1,28,0.0,28
Cd-Fe,0.4;0.6,1,1,5,0.0,5
Re-Ru,0.586207;0.413793,1,1,29,0.0,29
Re-Sc,0.0434783;0.956522,1,1,46,0.0,46
Rh-V,0.125;0.875,1,1,8,0.0,8
Nb-Ta,0.0714286;0.928571,1,1,28,0.0,28
Al-K,0.111111;0.888889,1,1,9,0.0,9
C-Sc,0.413793;0.586207,1,1,29,0.0,29
As-In,0.827586;0.172414,1,1,29,0.0,29
B-Sm,0.172414;0.827586,1,1,29,0.0,29
Os-Pb,0.827586;0.172414,1,1,29,0.0,29
Mo-Ru,0.866667;0.133333,1,1,30,0.0,30
Pb-Y,0.125;0.875,1,1,8,0.0,8
Bi-Ni,0.571429;0.428571,1,1,7,0.0,7
Ag-Zn,0.172414;0.827586,1,1,29,0.0,29
Ba-Se,0.586207;0.413793,1,1,29,0.0,29
Ni-V,0.413793;0.586207,1,1,29,0.0,29
Al-La,0.827586;0.172414,1,1,29,0.0,29
Li-Sc,0.125;0.875,1,1,8,0.0,8
Nb-Ti,0.444444;0.555556,1,1,9,0.0,9
Ba-Ca,0.875;0.125,1,1,8,0.0,8
Pb-Tc,0.125;0.875,1,1,8,0.0,8
Cd-Sb,0.428571;0.571429,1,1,7,0.0,7
P-Ti,0.586207;0.413793,1,1,29,0.0,29
B-Co,0.206897;0.793103,1,1,29,0.0,29
Cd-Sr,0.2;0.8,1,1,20,0.0,20
Ir-Rh,0.0714286;0.928571,1,1,28,0.0,28
Al-Te,0.888889;0.111111,1,1,9,0.0,9
C-Se,0.172414;0.827586,1,1,29,0.0,29
K-Ti,0.172414;0.827586,1,1,29,0.0,29
N-Tc,0.333333;0.666667,1,1,6,0.0,6
Pd-Ru,0.375;0.625,1,1,16,0.0,16
Al-Ga,0.875;0.125,1,1,8,0.0,8
B-Tc,0.413793;0.586207,1,1,29,0.0,29
Co-Zn,0.111111;0.888889,1,1,9,0.0,9
Fe-Hg,0.428571;0.571429,1,1,7,0.0,7
Tc-Zn,0.125;0.875,1,1,8,0.0,8
Er-Ge,0.52381;0.47619,1,1,42,0.0,42
La-Tl,0.461538;0.538462,1,1,13,0.0,13
Cu-Pd,0.928571;0.0714286,1,1,28,0.0,28
Rh-Ru,0.0434783;0.956522,1,1,46,0.0,46
Bi-Mg,0.571429;0.428571,1,1,7,0.0,7
Bi-Pd,0.461538;0.538462,1,1,13,0.0,13
Be-Mo,0.444444;0.555556,1,1,18,0.0,18
Au-Hg,0.888889;0.111111,1,1,9,0.0,9
Hf-O,0.888889;0.111111,1,1,9,0.0,9
Ru-Y,0.888889;0.111111,1,1,9,0.0,9
Ga-W,0.428571;0.571429,1,1,7,0.0,7
Dy-Pt,0.75;0.25,1,1,16,0.0,16
Be-Rh,0.875;0.125,1,1,8,0.0,8
Ni-V,0.586207;0.413793,1,1,29,0.0,29
Cd-Te,0.172414;0.827586,1,1,29,0.0,29
Ca-Tl,0.428571;0.571429,1,1,7,0.0,7
Ca-Ta,0.8;0.2,1,1,5,0.0,5
Co-Si,0.413793;0.586207,1,1,29,0.0,29
As-Cl,0.875;0.125,1,1,8,0.0,8
K-Ta,0.571429;0.428571,1,1,7,0.0,7
Li-Sn,0.814815;0.185185,1,1,108,0.0,108
Hg-Sb,0.538462;0.461538,1,1,13,0.0,13
Mn-Ni,0.827586;0.172414,1,1,29,0.0,29
Al-Ba,0.125;0.875,1,1,8,0.0,8
C-Ga,0.888889;0.111111,1,1,9,0.0,9
Mn-Zr,0.172414;0.827586,1,1,29,0.0,29
Cl-In,0.428571;0.571429,1,1,7,0.0,7
Ca-Ta,0.461538;0.538462,1,1,13,0.0,13
P-Zn,0.461538;0.538462,1,1,13,0.0,13
Cr-Sn,0.571429;0.428571,1,1,7,0.0,7
Br-Sn,0.555556;0.444444,1,1,9,0.0,9
Ir-Zn,0.0434783;0.956522,1,1,46,0.0,46
Ir-Os,0.125;0.875,1,1,8,0.0,8
As-Cl,0.6;0.4,1,1,5,0.0,5
Ca-Ti,0.555556;0.444444,1,1,18,0.0,18
Mn-Tc,0.0434783;0.956522,1,1,46,0.0,46
Cd-Pb,0.461538;0.538462,1,1,13,0.0,13
Ge-Zn,0.586207;0.413793,1,1,29,0.0,29
Ca-Os,0.571429;0.428571,1,1,7,0.0,7
Pd-V,0.827586;0.172414,1,1,29,0.0,29
Ag-Ru,0.555556;0.444444,1,1,9,0.0,9
Ca-P,0.586207;0.413793,1,1,29,0.0,29
Al-V,0.586207;0.413793,1,1,29,0.0,29
Ir-Mo,0.0666667;0.933333,1,1,30,0.0,30
Hg-Si,0.875;0.125,1,1,8,0.0,8
Ba-Nb,0.571429;0.428571,1,1,7,0.0,7
Ce-Pt,0.25;0.75,1,1,4,0.0,4
Ca-Sc,0.444444;0.555556,1,1,18,0.0,18
Cu-Pt,0.714286;0.285714,1,1,7,0.0,7
Ni-Os,0.571429;0.428571,1,1,7,0.0,7
Cd-Pt,0.928571;0.0714286,1,1,28,0.0,28
Cl-Tc,0.586207;0.413793,1,1,29,0.0,29
Cr-Hf,0.125;0.875,1,1,8,0.0,8
Mn-Ta,0.0434783;0.956522,1,1,46,0.0,46
Be-Fe,0.428571;0.571429,1,1,7,0.0,7
Ho-Ir,0.75;0.25,1,1,16,0.0,16
Cl-La,0.428571;0.571429,1,1,7,0.0,7
K-Sb,0.586207;0.413793,1,1,29,0.0,29
Fe-Ta,0.0434783;0.956522,1,1,46,0.0,46
Al-Pd,0.586207;0.413793,1,1,29,0.0,29
Co-Sr,0.2;0.8,1,1,5,0.0,5
Ge-Mo,0.2;0.8,1,1,5,0.0,5
Ga-Hg,0.461538;0.538462,1,1,13,0.0,13
Rh-Tb,0.25;0.75,1,1,16,0.0,16
C-Sn,0.461538;0.538462,1,1,13,0.0,13
Ho-Se,0.333333;0.666667,1,1,6,0.0,6
Sr-Te,0.111111;0.888889,1,1,9,0.0,9
La-Y,0.875;0.125,1,1,8,0.0,8
Au-Dy,0.75;0.25,1,1,8,0.0,8
Se-V,0.444444;0.555556,1,1,9,0.0,9
Ag-Li,0.461538;0.538462,1,1,13,0.0,13
Pb-W,0.125;0.875,1,1,8,0.0,8
Na-Ru,0.375;0.625,1,1,8,0.0,8
Fe-Ir,0.461538;0.538462,1,1,13,0.0,13
Al-Li,0.888889;0.111111,1,1,9,0.0,9
In-Se,0.375;0.625,1,1,8,0.0,8
Se-Tl,0.625;0.375,1,1,16,0.0,16
Ge-Te,0.827586;0.172414,1,1,29,0.0,29
F-Pd,0.8;0.2,1,1,10,0.0,10
Cd-Hf,0.111111;0.888889,1,1,9,0.0,9
Al-Sn,0.4;0.6,1,1,10,0.0,10
Sb-Tl,0.875;0.125,1,1,8,0.0,8
Li-Ta,0.827586;0.172414,1,1,29,0.0,29
Ni-Te,0.888889;0.111111,1,1,9,0.0,9
B-Re,0.111111;0.888889,1,1,9,0.0,9
Os-W,0.111111;0.888889,1,1,9,0.0,9
B-Si,0.888889;0.111111,1,1,9,0.0,9
Au-Mn,0.172414;0.827586,1,1,29,0.0,29
Hg-Rh,0.172414;0.827586,1,1,29,0.0,29
Be-Pt,0.827586;0.172414,1,1,29,0.0,29
Tc-Zn,0.0588235;0.941176,1,1,34,0.0,34
Na-Te,0.8;0.2,1,1,5,0.0,5
Ge-Hg,0.413793;0.586207,1,1,29,0.0,29
Fe-Ru,0.875;0.125,1,1,8,0.0,8
Ga-Pt,0.111111;0.888889,1,1,9,0.0,9
Hf-Sb,0.125;0.875,1,1,8,0.0,8
Gd-Pd,0.6;0.4,1,1,10,0.0,10
Li-Se,0.125;0.875,1,1,8,0.0,8
Hg-Ti,0.413793;0.586207,1,1,29,0.0,29
Ca-Ta,0.444444;0.555556,1,1,9,0.0,9
Ga-Y,0.888889;0.111111,1,1,9,0.0,9
Ga-Sb,0.413793;0.586207,1,1,29,0.0,29
Be-Sb,0.375;0.625,1,1,16,0.0,16
Os-Sc,0.875;0.125,1,1,8,0.0,8
Hg-Na,0.6;0.4,1,1,5,0.0,5
B-Ru,0.827586;0.172414,1,1,29,0.0,29
Nb-Zn,0.413793;0.586207,1,1,29,0.0,29
Ca-Na,0.8;0.2,1,1,5,0.0,5
La-Os,0.928571;0.0714286,1,1,28,0.0,28
Al-V,0.461538;0.538462,1,1,13,0.0,13
Tl-Yb,0.272727;0.727273,1,1,22,0.0,22
Tc-Y,0.928571;0.0714286,1,1,28,0.0,28
Al-Ba,0.375;0.625,1,1,8,0.0,8
Rh-Ta,0.928571;0.0714286,1,1,28,0.0,28
Ag-Y,0.125;0.875,1,1,8,0.0,8
Cr-Tl,0.555556;0.444444,1,1,9,0.0,9
Cd-Th,0.833333;0.166667,1,1,36,0.0,36
Sr-Ti,0.461538;0.538462,1,1,13,0.0,13
Na-Nb,0.375;0.625,1,1,16,0.0,16
P-Tl,0.888889;0.111111,1,1,9,0.0,9
La-Ta,0.888889;0.111111,1,1,9,0.0,9
As-In,0.538462;0.461538,1,1,13,0.0,13
Au-Hf,0.172414;0.827586,1,1,29,0.0,29
Ba-Cu,0.555556;0.444444,1,1,18,0.0,18
Hg-Pd,0.285714;0.714286,1,1,14,0.0,14
Sc-Tc,0.461538;0.538462,1,1,13,0.0,13
Tc-Zr,0.172414;0.827586,1,1,29,0.0,29
Mn-Tc,0.888889;0.111111,1,1,9,0.0,9
Os-W,0.866667;0.133333,1,1,30,0.0,30
Hf-Ru,0.0434783;0.956522,1,1,46,0.0,46
Cd-La,0.956522;0.0434783,1,1,46,0.0,46
As-Pt,0.888889;0.111111,1,1,9,0.0,9
Al-Mo,0.172414;0.827586,1,1,29,0.0,29
